,B,G,R
0,39.25,55.5,93.75
1,104.25,111.25,180.75
2,124.25,100.0,79.75
3,40.75,81.0,68.0
4,136.5,99.5,128.5
5,142.5,156.25,92.75
6,6.5,95.0,184.0
7,134.75,70.0,55.75
8,63.25,56.75,182.25
9,66.0,47.5,87.25
10,53.75,147.5,141.25
11,1.5,123.25,180.25
12,111.75,48.0,21.5
13,58.0,119.5,60.25
14,38.5,32.25,171.0
15,20.25,162.0,194.5
16,114.75,78.0,181.25
17,139.0,101.5,27.75
18,202.5,208.5,217.5
19,163.0,170.0,180.5
20,129.5,133.5,141.25
21,91.75,97.25,96.5
22,47.25,70.25,60.75
23,21.25,23.0,22.75
