,B,G,R
0,38.5,57.0,92.5
1,102.25,112.0,180.25
2,124.0,99.0,79.25
3,40.25,82.5,71.0
4,149.5,112.75,119.5
5,147.5,158.25,93.25
6,4.75,95.75,182.75
7,137.25,70.25,55.0
8,60.25,58.25,182.25
9,63.5,46.0,85.5
10,55.75,153.25,131.5
11,0.75,124.5,180.0
12,112.75,47.5,20.5
13,59.75,120.0,58.75
14,40.5,34.25,170.25
15,15.25,155.75,189.25
16,120.5,77.25,188.5
17,143.75,102.75,29.0
18,202.5,208.75,218.0
19,167.5,173.0,182.0
20,129.0,135.0,140.5
21,88.0,93.0,96.75
22,59.75,52.0,57.5
23,20.25,22.5,21.25
