,B,G,R
0,29.75,40.5,66.0
1,78.5,87.25,147.0
2,95.0,71.5,57.75
3,28.5,57.25,53.25
4,105.25,77.5,102.5
5,113.75,124.5,67.5
6,8.25,71.75,151.0
7,101.5,49.0,38.5
8,43.25,40.75,147.5
9,50.75,29.0,53.5
10,38.0,123.0,104.5
11,1.0,95.0,148.0
12,78.0,33.75,15.75
13,42.75,89.0,42.0
14,31.75,24.0,135.0
15,4.25,131.25,164.25
16,99.25,45.75,163.5
17,112.5,73.0,20.25
18,165.0,172.25,183.25
19,132.75,136.5,145.5
20,97.5,106.25,110.75
21,60.25,66.5,70.5
22,38.5,47.0,52.75
23,12.75,14.75,14.25
