,B,G,R
0,28.75,40.0,61.75
1,76.5,85.75,143.5
2,89.25,70.5,56.0
3,27.0,54.75,46.25
4,101.0,85.75,93.25
5,112.75,123.25,64.25
6,8.5,68.0,146.25
7,101.25,48.25,37.0
8,42.75,40.75,142.5
9,43.5,28.0,60.0
10,37.75,114.25,91.5
11,0.5,93.0,143.75
12,75.25,31.25,14.75
13,42.25,84.75,40.25
14,31.0,23.75,129.5
15,2.5,126.0,153.75
16,92.0,61.5,147.5
17,108.5,69.75,19.25
18,162.0,169.25,179.75
19,129.5,134.25,142.5
20,101.0,104.0,109.0
21,57.75,71.5,74.5
22,40.25,47.25,37.0
23,12.75,13.25,13.0
