,B,G,R
0,38.75,56.25,93.5
1,107.0,111.0,180.25
2,124.75,99.75,78.75
3,39.0,76.75,65.0
4,144.75,103.25,128.0
5,144.5,157.5,92.5
6,5.75,95.25,183.75
7,138.0,68.25,54.25
8,59.5,58.25,181.5
9,71.25,43.25,85.5
10,59.25,145.5,129.5
11,0.25,124.25,179.5
12,114.0,47.0,19.5
13,57.5,120.75,59.0
14,37.0,33.0,168.5
15,21.5,164.25,196.5
16,126.25,60.0,189.25
17,147.0,104.0,29.25
18,198.75,207.25,214.75
19,167.25,171.0,181.5
20,129.5,133.75,141.75
21,86.5,95.75,94.25
22,62.25,52.75,58.0
23,19.75,21.75,21.0
